flight_number,origin_station_code,destination_station_code,score,satisfaction_type,arrival_delay_minutes,cabin_name,fleet_type_description,seat_factor_band,loyalty_program_level,fleet_usage,haul_type
2169,SNX,ORX,3.0,Dissatisfied,-11,Economy Plus,B737-700,90+,non-elite,Mainline,Medium
1491,PDX,ORX,3.0,Dissatisfied,-15,,B737-MAX9,90+,premier gold,Mainline,Medium
1491,PDX,ORX,3.0,Dissatisfied,-15,Economy,B737-MAX9,90+,,Mainline,Medium
1491,PDX,ORX,,Unknown,-15,,B737-MAX9,90+,premier gold,Mainline,Medium
333,PDX,ORX,3.0,Dissatisfied,-8,Economy,B737-900,90+,non-elite,Mainline,Medium
2243,ORX,LAX,3.0,Dissatisfied,-29,Economy,B757-300,90+,,Mainline,Medium
2096,ORX,LAX,,Unknown,15,,B787-10,90+,non-elite,Mainline,Medium
2650,ORX,LAX,,Unknown,0,,B757-300,90+,premier platinum,Mainline,Medium
2650,ORX,LAX,1.0,Dissatisfied,0,,B757-300,90+,premier platinum,Mainline,Medium
331,LAX,ORX,3.0,Dissatisfied,-3,Economy,B757-300,90+,premier silver,Mainline,Medium
2096,ORX,LAX,5.0,Satisfied,15,,B787-10,90+,non-elite,Mainline,Medium
423,DEX,BOX,4.0,Satisfied,-17,,B737-MAX9,80+,premier silver,Mainline,Medium
423,DEX,BOX,,Unknown,-17,,B737-MAX9,80+,premier silver,Mainline,Medium
449,BOX,DEX,3.0,Dissatisfied,-4,,B737-900,90+,non-elite,Mainline,Medium
449,BOX,DEX,,Unknown,-4,,B737-900,90+,non-elite,Mainline,Medium
1869,YVX,ORX,,Unknown,-11,,B737-900,90+,non-elite,Mainline,Medium
1869,YVX,ORX,2.0,Dissatisfied,-11,Economy,B737-900,90+,,Mainline,Medium
1869,YVX,ORX,1.0,Dissatisfied,-11,,B737-900,90+,non-elite,Mainline,Medium
1280,YVX,ORX,3.0,Dissatisfied,29,Economy,B737-900,90+,non-elite,Mainline,Medium
1869,YVX,ORX,1.0,Dissatisfied,-11,,B737-900,90+,non-elite,Mainline,Medium
1869,YVX,ORX,,Unknown,-11,,B737-900,90+,non-elite,Mainline,Medium
1917,IAX,PTX,3.0,Dissatisfied,-18,Economy Plus,B737-900,80+,premier gold,Mainline,Medium
2239,SMX,ORX,4.0,Satisfied,14,Economy Plus,B737-800,90+,premier platinum,Mainline,Medium
2288,ORX,SMX,3.0,Dissatisfied,-33,Economy Plus,B737-900,90+,non-elite,Mainline,Medium
2239,SMX,ORX,5.0,Satisfied,14,Economy,B737-800,90+,non-elite,Mainline,Medium
767,SJX,ORX,3.0,Dissatisfied,-4,Economy,A320-200,90+,non-elite,Mainline,Medium
2198,IAX,PDX,2.0,Dissatisfied,-26,Economy,B737-900,80+,non-elite,Mainline,Medium
1852,PDX,IAX,5.0,Satisfied,2,Economy,B737-900,90+,non-elite,Mainline,Medium
1852,PDX,IAX,1.0,Dissatisfied,2,,B737-900,90+,premier gold,Mainline,Medium
617,SJX,ORX,3.0,Dissatisfied,-25,Economy,B737-900,90+,non-elite,Mainline,Medium
529,ORX,SFX,2.0,Dissatisfied,-17,Economy,B777-200,90+,non-elite,Mainline,Medium
1973,ORX,SFX,2.0,Dissatisfied,-3,,B737-900,90+,non-elite,Mainline,Medium
2170,ORX,SFX,3.0,Dissatisfied,-6,Economy,B787-9,90+,,Mainline,Medium
2100,ORX,SFX,5.0,Satisfied,-27,Economy,B737-900,90+,premier silver,Mainline,Medium
2017,SFX,ORX,4.0,Satisfied,17,Economy,B787-9,90+,non-elite,Mainline,Medium
2085,ORX,SFX,5.0,Satisfied,-1,Economy Plus,B737-MAX9,90+,non-elite,Mainline,Medium
1507,SFX,ORX,4.0,Satisfied,-11,Economy,B737-800,90+,non-elite,Mainline,Medium
1973,ORX,SFX,,Unknown,-3,,B737-900,90+,non-elite,Mainline,Medium
2334,ORX,SFX,2.0,Dissatisfied,-22,Economy Plus,B777-200,90+,non-elite,Mainline,Medium
1687,SEX,IAX,,Unknown,-23,,B737-900,90+,non-elite,Mainline,Medium
1687,SEX,IAX,5.0,Satisfied,-23,,B737-900,90+,non-elite,Mainline,Medium
1687,SEX,IAX,2.0,Dissatisfied,-23,Economy,B737-900,90+,non-elite,Mainline,Medium
1511,IAX,PHX,5.0,Satisfied,-18,Economy Plus,B737-900,90+,premier gold,Mainline,Medium
1041,EWX,AUX,1.0,Dissatisfied,-27,Economy Plus,B737-900,90+,premier gold,Mainline,Medium
1044,AUX,EWX,2.0,Dissatisfied,-10,Economy Plus,B737-900,80+,non-elite,Mainline,Medium
1041,EWX,AUX,4.0,Satisfied,-27,Economy Plus,B737-900,90+,non-elite,Mainline,Medium
1040,AUX,EWX,,Unknown,14,,B737-900,90+,non-elite,Mainline,Medium
1040,AUX,EWX,4.0,Satisfied,14,,B737-900,90+,non-elite,Mainline,Medium
1040,AUX,EWX,3.0,Dissatisfied,14,Economy Plus,B737-900,90+,non-elite,Mainline,Medium
1041,EWX,AUX,5.0,Satisfied,-27,Economy Plus,B737-900,90+,non-elite,Mainline,Medium
1496,SJX,IAX,3.0,Dissatisfied,-31,Economy,B737-900,90+,non-elite,Mainline,Medium
1552,EWX,GUX,3.0,Dissatisfied,2,Economy,B737-800,90+,non-elite,Mainline,Medium
1787,LAX,CLX,3.0,Dissatisfied,-15,,B737-800,90+,premier silver,Mainline,Medium
1787,LAX,CLX,,Unknown,-15,,B737-800,90+,premier silver,Mainline,Medium
781,IAX,LAX,2.0,Dissatisfied,-14,,B737-900,70+,non-elite,Mainline,Medium
781,IAX,LAX,,Unknown,-14,,B737-900,70+,non-elite,Mainline,Medium
696,ORX,SJX,3.0,Dissatisfied,-37,Economy,B737-900,90+,non-elite,Mainline,Medium
2089,SJX,ORX,,Unknown,-36,,B737-900,70+,premier gold,Mainline,Medium
696,ORX,SJX,5.0,Satisfied,-37,Economy,B737-900,90+,,Mainline,Medium
2089,SJX,ORX,1.0,Dissatisfied,-36,,B737-900,70+,premier gold,Mainline,Medium
696,ORX,SJX,3.0,Dissatisfied,-37,Economy Plus,B737-900,90+,non-elite,Mainline,Medium
1064,EWX,MEX,5.0,Satisfied,-3,Economy,B737-700,80+,,Mainline,Medium
1066,EWX,MEX,4.0,Satisfied,98,Economy,B737-700,90+,non-elite,Mainline,Medium
1067,MEX,EWX,,Unknown,-25,,B737-700,90+,premier silver,Mainline,Medium
1066,EWX,MEX,,Unknown,98,Economy,B737-700,90+,non-elite,Mainline,Medium
1067,MEX,EWX,2.0,Dissatisfied,-25,,B737-700,90+,premier silver,Mainline,Medium
1278,CUX,LAX,2.0,Dissatisfied,-19,,B737-900,90+,premier 1k,Mainline,Medium
1278,CUX,LAX,,Unknown,-19,,B737-900,90+,premier 1k,Mainline,Medium
1278,CUX,LAX,2.0,Dissatisfied,-19,Economy,B737-900,90+,non-elite,Mainline,Medium
1682,SFX,CMX,3.0,Dissatisfied,-1,Economy,B737-800,90+,non-elite,Mainline,Medium
585,PHX,EWX,1.0,Dissatisfied,131,Economy Plus,A320-200,80+,premier silver,Mainline,Medium
1250,EWX,PHX,2.0,Dissatisfied,-30,,B737-900,90+,premier platinum,Mainline,Medium
2199,EWX,PHX,1.0,Dissatisfied,68,Economy Plus,B737-MAX8,80+,non-elite,Mainline,Medium
212,ATX,SFX,2.0,Dissatisfied,-29,,A319-100,90+,non-elite,Mainline,Medium
212,ATX,SFX,,Unknown,-29,,A319-100,90+,non-elite,Mainline,Medium
1616,CLX,SFX,4.0,Satisfied,-30,Economy,B737-900,90+,,Mainline,Medium
1081,EWX,SJX,5.0,Satisfied,16,Economy,B737-800,90+,,Mainline,Medium
1731,LAX,MCX,5.0,Satisfied,-17,Economy,A320-200,80+,,Mainline,Medium
208,IAX,BOX,2.0,Dissatisfied,-9,Economy,B737-700,80+,premier silver,Mainline,Medium
509,BOX,IAX,1.0,Dissatisfied,-21,Economy,B737-700,90+,non-elite,Mainline,Medium
509,BOX,IAX,2.0,Dissatisfied,-21,Economy,B737-700,90+,,Mainline,Medium
509,BOX,IAX,,Unknown,-21,Economy,B737-700,90+,non-elite,Mainline,Medium
208,IAX,BOX,,Unknown,-9,Economy,B737-700,80+,premier silver,Mainline,Medium
509,BOX,IAX,2.0,Dissatisfied,-21,Economy,B737-700,90+,,Mainline,Medium
1736,LAX,EWX,1.0,Dissatisfied,57,Economy,B737-800,90+,,Mainline,Medium
1252,IAX,SAX,3.0,Dissatisfied,8,Economy,B737-800,90+,premier silver,Mainline,Medium
2304,IAX,SAX,5.0,Satisfied,-20,,B737-900,90+,non-elite,Mainline,Medium
2283,SAX,IAX,5.0,Satisfied,-21,Economy Plus,A320-200,90+,premier 1k,Mainline,Medium
1739,IAX,LAX,1.0,Dissatisfied,9,,B737-800,80+,,Mainline,Medium
633,IAX,LAX,,Unknown,33,Economy Plus,B737-MAX9,90+,premier 1k,Mainline,Medium
633,IAX,LAX,,Unknown,33,,B737-MAX9,90+,premier 1k,Mainline,Medium
633,IAX,LAX,2.0,Dissatisfied,33,Economy Plus,B737-MAX9,90+,premier 1k,Mainline,Medium
633,IAX,LAX,3.0,Dissatisfied,33,,B737-MAX9,90+,premier 1k,Mainline,Medium
1739,IAX,LAX,,Unknown,9,,B737-800,80+,,Mainline,Medium
1636,LAX,IAX,4.0,Satisfied,-11,Economy,B737-900,80+,non-elite,Mainline,Medium
1965,IAX,SEX,2.0,Dissatisfied,-10,Economy,B737-800,90+,non-elite,Mainline,Medium
392,PDX,IAX,4.0,Satisfied,-26,,B737-900,80+,non-elite,Mainline,Medium
252,BWX,LAX,4.0,Satisfied,-11,Economy,B737-800,90+,,Mainline,Medium
540,SFX,OGX,,Unknown,-16,,B737-MAX9,90+,,Mainline,Medium
540,SFX,OGX,2.0,Dissatisfied,-16,,B737-MAX9,90+,,Mainline,Medium
1795,OGX,SFX,3.0,Dissatisfied,-22,Economy,B737-800,70+,,Mainline,Medium
1750,SFX,OGX,,Unknown,-28,,B737-800,70+,non-elite,Mainline,Medium
1795,OGX,SFX,1.0,Dissatisfied,-22,Economy,B737-800,70+,,Mainline,Medium
1723,OGX,SFX,1.0,Dissatisfied,-25,Economy,B777-200,70+,non-elite,Mainline,Medium
1750,SFX,OGX,5.0,Satisfied,-28,,B737-800,70+,non-elite,Mainline,Medium
1640,OGX,SFX,1.0,Dissatisfied,-6,Economy Plus,B737-MAX9,0 to 70,non-elite,Mainline,Medium
2084,UIX,IAX,1.0,Dissatisfied,-3,Economy Plus,B737-700,90+,premier silver,Mainline,Medium
1036,IAX,UIX,4.0,Satisfied,-11,,B737-700,80+,premier silver,Mainline,Medium
1725,KOX,SFX,1.0,Dissatisfied,-5,,B737-900,80+,non-elite,Mainline,Medium
695,SFX,KOX,1.0,Dissatisfied,-14,Economy,B737-900,90+,non-elite,Mainline,Medium
644,KOX,SFX,2.0,Dissatisfied,1,Economy,B737-900,90+,,Mainline,Medium
644,KOX,SFX,3.0,Dissatisfied,1,,B737-900,90+,non-elite,Mainline,Medium
1724,SFX,KOX,,Unknown,-8,,B757-300,0 to 70,premier 1k,Mainline,Medium
644,KOX,SFX,2.0,Dissatisfied,1,Economy,B737-900,90+,non-elite,Mainline,Medium
1724,SFX,KOX,4.0,Satisfied,-8,,B757-300,0 to 70,premier 1k,Mainline,Medium
1725,KOX,SFX,,Unknown,-5,,B737-900,80+,non-elite,Mainline,Medium
644,KOX,SFX,,Unknown,1,,B737-900,90+,non-elite,Mainline,Medium
1179,TPX,SFX,,Unknown,-29,,B737-MAX9,90+,non-elite,Mainline,Medium
1179,TPX,SFX,3.0,Dissatisfied,-29,,B737-MAX9,90+,non-elite,Mainline,Medium
1781,SFX,TPX,5.0,Satisfied,-10,Economy,B737-800,90+,non-elite,Mainline,Medium
1179,TPX,SFX,5.0,Satisfied,-29,Economy Plus,B737-MAX9,90+,premier platinum,Mainline,Medium
1176,SFX,HNX,2.0,Dissatisfied,-7,Economy,B777-300,90+,premier silver,Mainline,Medium
1142,HNX,SFX,4.0,Satisfied,-23,Economy,B777-200,90+,non-elite,Mainline,Medium
1142,HNX,SFX,,Unknown,-23,,B777-200,90+,non-elite,Mainline,Medium
1142,HNX,SFX,3.0,Dissatisfied,-23,Economy,B777-200,90+,,Mainline,Medium
215,HNX,SFX,5.0,Satisfied,-24,Economy Plus,B737-800,90+,premier silver,Mainline,Medium
1142,HNX,SFX,5.0,Satisfied,-23,,B777-200,90+,non-elite,Mainline,Medium
308,SEX,EWX,4.0,Satisfied,-25,Economy Plus,A320-200,70+,non-elite,Mainline,Medium
592,SEX,EWX,4.0,Satisfied,131,Economy Plus,B737-900,90+,premier silver,Mainline,Medium
293,EWX,SEX,4.0,Satisfied,-13,Economy Plus,B737-800,80+,premier silver,Mainline,Medium
1160,CUX,SFX,2.0,Dissatisfied,-39,Economy Plus,B737-900,90+,non-elite,Mainline,Medium
1870,SFX,IAX,4.0,Satisfied,-16,Economy,B777-300,90+,premier silver,Mainline,Medium
488,SFX,IAX,,Unknown,-15,,B737-900,90+,premier silver,Mainline,Medium
278,IAX,SFX,3.0,Dissatisfied,-11,Economy,B737-900,80+,non-elite,Mainline,Medium
425,IAX,SFX,,Unknown,-4,,B737-900,80+,premier 1k,Mainline,Medium
488,SFX,IAX,2.0,Dissatisfied,-15,,B737-900,90+,premier silver,Mainline,Medium
223,IAX,SFX,3.0,Dissatisfied,12,Economy,B737-900,90+,premier silver,Mainline,Medium
425,IAX,SFX,4.0,Satisfied,-4,,B737-900,80+,non-elite,Mainline,Medium
425,IAX,SFX,1.0,Dissatisfied,-4,,B737-900,80+,premier 1k,Mainline,Medium
1642,IAX,SFX,,Unknown,-13,,B777-300,90+,premier 1k,Mainline,Medium
1642,IAX,SFX,2.0,Dissatisfied,-13,,B777-300,90+,premier 1k,Mainline,Medium
278,IAX,SFX,2.0,Dissatisfied,-11,Economy,B737-900,80+,non-elite,Mainline,Medium
2472,SAX,EWX,1.0,Dissatisfied,-25,Economy,B737-800,90+,non-elite,Mainline,Medium
2472,SAX,EWX,1.0,Dissatisfied,-25,,B737-800,90+,,Mainline,Medium
2109,EWX,SAX,2.0,Dissatisfied,-31,Economy,B737-900,90+,non-elite,Mainline,Medium
2472,SAX,EWX,,Unknown,-25,,B737-800,90+,,Mainline,Medium
2472,SAX,EWX,,Unknown,-25,,B737-800,90+,non-elite,Mainline,Medium
2472,SAX,EWX,1.0,Dissatisfied,-25,,B737-800,90+,non-elite,Mainline,Medium
2472,SAX,EWX,2.0,Dissatisfied,-25,Economy,B737-800,90+,non-elite,Mainline,Medium
2642,SAX,EWX,,Unknown,-13,,B737-MAX9,90+,non-elite,Mainline,Medium
2642,SAX,EWX,5.0,Satisfied,-13,,B737-MAX9,90+,non-elite,Mainline,Medium
2639,PDX,EWX,2.0,Dissatisfied,-19,Economy,B737-900,70+,,Mainline,Medium
352,DCX,SFX,3.0,Dissatisfied,8,Economy Plus,B737-800,90+,premier silver,Mainline,Medium
1849,MCX,SFX,4.0,Satisfied,-21,Economy,B737-MAX9,90+,,Mainline,Medium
222,SFX,MCX,1.0,Dissatisfied,-12,Economy,B737-MAX9,80+,,Mainline,Medium
2675,EWX,LAX,2.0,Dissatisfied,-18,Economy,B757-200,90+,non-elite,Mainline,Medium
1454,EWX,LAX,2.0,Dissatisfied,-2,Economy Plus,B777-200,90+,,Mainline,Medium
1077,EWX,LAX,2.0,Dissatisfied,104,Economy,B777-200,90+,,Mainline,Medium
793,LAX,EWX,2.0,Dissatisfied,32,Economy Plus,B757-200,90+,premier 1k,Mainline,Medium
1077,EWX,LAX,4.0,Satisfied,104,Economy Plus,B777-200,90+,premier silver,Mainline,Medium
2457,LAX,EWX,1.0,Dissatisfied,57,,B787-10,90+,premier 1k,Mainline,Medium
2457,LAX,EWX,2.0,Dissatisfied,57,Economy,B787-10,90+,non-elite,Mainline,Medium
2216,EWX,LAX,1.0,Dissatisfied,154,Economy,B777-200,80+,,Mainline,Medium
516,JFX,LAX,1.0,Dissatisfied,-22,Economy,B757-200,90+,,Mainline,Medium
515,LAX,JFX,4.0,Satisfied,-14,Economy Plus,B757-200,80+,premier gold,Mainline,Medium
270,BOX,EWX,5.0,Satisfied,-31,,B737-700,80+,premier gold,Mainline,Medium
270,BOX,EWX,,Unknown,-31,,B737-700,80+,premier gold,Mainline,Medium
270,BOX,EWX,,Unknown,-31,Economy Plus,B737-700,80+,,Mainline,Medium
270,BOX,EWX,1.0,Dissatisfied,-31,Economy Plus,B737-700,80+,,Mainline,Medium
2478,EWX,SMX,4.0,Satisfied,43,Economy,B737-900,90+,non-elite,Mainline,Medium
1206,KOX,LAX,,Unknown,-14,,B737-900,90+,non-elite,Mainline,Medium
1206,KOX,LAX,1.0,Dissatisfied,-14,,B737-900,90+,non-elite,Mainline,Medium
2374,LAX,KOX,2.0,Dissatisfied,-17,Economy,B737-900,0 to 70,,Mainline,Medium
1222,HNX,LAX,3.0,Dissatisfied,-4,Economy Plus,B737-800,90+,premier silver,Mainline,Medium
1225,LAX,HNX,1.0,Dissatisfied,-6,,B757-300,90+,non-elite,Mainline,Medium
535,HNX,LAX,4.0,Satisfied,-5,Economy,B777-200,90+,non-elite,Mainline,Medium
1222,HNX,LAX,,Unknown,-4,Economy Plus,B737-800,90+,premier silver,Mainline,Medium
1222,HNX,LAX,,Unknown,-4,,B737-800,90+,non-elite,Mainline,Medium
1222,HNX,LAX,2.0,Dissatisfied,-4,,B737-800,90+,non-elite,Mainline,Medium
2354,IAX,POX,1.0,Dissatisfied,-16,,B737-800,70+,premier platinum,Mainline,Medium
2354,IAX,POX,,Unknown,-16,,B737-800,70+,premier platinum,Mainline,Medium
1547,SFX,EWX,2.0,Dissatisfied,-20,,B777-300,80+,premier 1k,Mainline,Medium
2449,SFX,EWX,3.0,Dissatisfied,19,Economy,B777-200,80+,non-elite,Mainline,Medium
1205,EWX,SFX,2.0,Dissatisfied,-6,Economy,B777-300,90+,premier silver,Mainline,Medium
1547,SFX,EWX,3.0,Dissatisfied,-20,,B777-300,80+,global services,Mainline,Medium
1547,SFX,EWX,5.0,Satisfied,-20,,B777-300,80+,,Mainline,Medium
2449,SFX,EWX,,Unknown,19,,B777-200,80+,non-elite,Mainline,Medium
2060,SFX,EWX,3.0,Dissatisfied,-1,Economy,B777-200,90+,premier silver,Mainline,Medium
2449,SFX,EWX,1.0,Dissatisfied,19,,B777-200,80+,non-elite,Mainline,Medium
1547,SFX,EWX,,Unknown,-20,,B777-300,80+,premier 1k,Mainline,Medium
2060,SFX,EWX,3.0,Dissatisfied,-1,Economy,B777-200,90+,non-elite,Mainline,Medium
1667,SFX,EWX,3.0,Dissatisfied,2,Economy,B777-200,80+,,Mainline,Medium
1258,EWX,SFX,1.0,Dissatisfied,60,,B777-200,80+,premier gold,Mainline,Medium
1129,SFX,EWX,3.0,Dissatisfied,-21,,B777-300,90+,premier silver,Mainline,Medium
1429,SFX,EWX,5.0,Satisfied,153,,B777-200,90+,non-elite,Mainline,Medium
1129,SFX,EWX,,Unknown,-21,,B777-300,90+,premier silver,Mainline,Medium
1429,SFX,EWX,3.0,Dissatisfied,153,,B777-200,90+,premier platinum,Mainline,Medium
1547,SFX,EWX,5.0,Satisfied,-20,,B777-300,80+,non-elite,Mainline,Medium
683,EWX,SFX,4.0,Satisfied,15,Economy,B777-200,90+,,Mainline,Medium
1547,SFX,EWX,,Unknown,-20,,B777-300,80+,non-elite,Mainline,Medium
1429,SFX,EWX,,Unknown,153,,B777-200,90+,premier platinum,Mainline,Medium
1258,EWX,SFX,,Unknown,60,,B777-200,80+,premier gold,Mainline,Medium
2060,SFX,EWX,3.0,Dissatisfied,-1,,B777-200,90+,non-elite,Mainline,Medium
523,SFX,JFX,,Unknown,-3,,B757-200,90+,non-elite,Mainline,Medium
523,SFX,JFX,2.0,Dissatisfied,-3,,B757-200,90+,non-elite,Mainline,Medium
140,KEX,EWX,1.0,Dissatisfied,11,Economy,B757-200,90+,non-elite,Mainline,Medium
140,KEX,EWX,5.0,Satisfied,11,Economy,B757-200,90+,non-elite,Mainline,Medium
140,KEX,EWX,,Unknown,11,Economy,B757-200,90+,non-elite,Mainline,Medium
140,KEX,EWX,,Unknown,11,Economy,B757-200,90+,non-elite,Mainline,Medium
2425,LAX,BOX,2.0,Dissatisfied,-16,Economy,B737-MAX9,70+,,Mainline,Medium
2188,SFX,BOX,2.0,Dissatisfied,-32,Economy,B737-MAX9,90+,non-elite,Mainline,Medium
1188,BOX,SFX,3.0,Dissatisfied,-13,Economy,B737-900,80+,non-elite,Mainline,Medium
1188,BOX,SFX,1.0,Dissatisfied,-13,Economy Plus,B737-900,80+,premier 1k,Mainline,Medium
2188,SFX,BOX,1.0,Dissatisfied,-32,,B737-MAX9,90+,premier platinum,Mainline,Medium
2401,BOX,SFX,1.0,Dissatisfied,-19,Economy Plus,B737-MAX9,90+,premier gold,Mainline,Medium
1288,SFX,BOX,4.0,Satisfied,-32,Economy Plus,B737-MAX9,80+,premier 1k,Mainline,Medium
478,BOX,SFX,3.0,Dissatisfied,-27,,B737-MAX9,90+,premier 1k,Mainline,Medium
2653,SFX,BOX,3.0,Dissatisfied,-27,Economy,B737-MAX9,90+,,Mainline,Medium
1288,SFX,BOX,,Unknown,-32,Economy Plus,B737-MAX9,80+,premier 1k,Mainline,Medium
478,BOX,SFX,1.0,Dissatisfied,-27,Economy,B737-MAX9,90+,non-elite,Mainline,Medium
2188,SFX,BOX,,Unknown,-32,,B737-MAX9,90+,premier platinum,Mainline,Medium
478,BOX,SFX,,Unknown,-27,,B737-MAX9,90+,premier 1k,Mainline,Medium
478,BOX,SFX,3.0,Dissatisfied,-27,Economy Plus,B737-MAX9,90+,premier silver,Mainline,Medium
2188,SFX,BOX,2.0,Dissatisfied,-32,Economy,B737-MAX9,90+,non-elite,Mainline,Medium
1188,BOX,SFX,,Unknown,-13,,B737-900,80+,non-elite,Mainline,Medium
1188,BOX,SFX,2.0,Dissatisfied,-13,,B737-900,80+,non-elite,Mainline,Medium
2272,ANX,ORX,4.0,Satisfied,-19,Economy,B737-MAX9,90+,,Mainline,Medium
913,ORX,KEX,3.0,Dissatisfied,23,Economy,B757-200,70+,,Mainline,Medium
914,KEX,ORX,,Unknown,67,Economy,B757-200,90+,non-elite,Mainline,Medium
914,KEX,ORX,,Unknown,67,Economy Plus,B757-200,90+,premier gold,Mainline,Medium
914,KEX,ORX,2.0,Dissatisfied,67,Economy,B757-200,90+,non-elite,Mainline,Medium
913,ORX,KEX,,Unknown,23,Economy,B757-200,70+,,Mainline,Medium
914,KEX,ORX,1.0,Dissatisfied,67,Economy Plus,B757-200,90+,premier gold,Mainline,Medium
914,KEX,ORX,3.0,Dissatisfied,67,Economy,B757-200,90+,non-elite,Mainline,Medium
23,DUX,EWX,1.0,Dissatisfied,22,Economy Plus,B767-400,90+,premier silver,Mainline,Long
23,DUX,EWX,,Unknown,22,Economy Plus,B767-400,90+,premier silver,Mainline,Long
318,EWX,DUX,,Unknown,41,Economy Plus,B757-200,80+,non-elite,Mainline,Long
318,EWX,DUX,2.0,Dissatisfied,41,Economy Plus,B757-200,80+,non-elite,Mainline,Long
26,LHX,BOX,,Unknown,-30,,B767-300,80+,premier silver,Mainline,Long
26,LHX,BOX,3.0,Dissatisfied,-30,,B767-300,80+,premier silver,Mainline,Long
37,EWX,EDX,,Unknown,-8,,B757-200,80+,premier platinum,Mainline,Long
37,EWX,EDX,2.0,Dissatisfied,-8,,B757-200,80+,premier platinum,Mainline,Long
1431,OGX,DEX,1.0,Dissatisfied,-3,Economy Plus,B757-200,80+,,Mainline,Long
1431,OGX,DEX,,Unknown,-3,Economy Plus,B757-200,80+,,Mainline,Long
1431,OGX,DEX,1.0,Dissatisfied,-3,Economy Plus,B757-200,80+,,Mainline,Long
1732,KOX,DEX,4.0,Satisfied,-15,Economy,B757-200,70+,,Mainline,Long
1732,KOX,DEX,,Unknown,-15,Economy,B757-200,70+,non-elite,Mainline,Long
1732,KOX,DEX,3.0,Dissatisfied,-15,Economy,B757-200,70+,non-elite,Mainline,Long
146,OPX,EWX,,Unknown,-4,Economy,B757-200,90+,non-elite,Mainline,Long
146,OPX,EWX,5.0,Satisfied,-4,Economy,B757-200,90+,non-elite,Mainline,Long
145,EWX,OPX,1.0,Dissatisfied,100,Economy,B757-200,90+,non-elite,Mainline,Long
250,TFX,EWX,5.0,Satisfied,23,Economy,B757-200,90+,,Mainline,Long
250,TFX,EWX,5.0,Satisfied,23,,B757-200,90+,premier silver,Mainline,Long
250,TFX,EWX,2.0,Dissatisfied,23,Economy,B757-200,90+,non-elite,Mainline,Long
250,TFX,EWX,,Unknown,23,Economy,B757-200,90+,non-elite,Mainline,Long
250,TFX,EWX,,Unknown,23,,B757-200,90+,premier silver,Mainline,Long
384,HNX,DEX,2.0,Dissatisfied,-4,,B777-200,90+,non-elite,Mainline,Long
385,DEX,HNX,,Unknown,-7,Economy,B777-200,90+,,Mainline,Long
385,DEX,HNX,1.0,Dissatisfied,-7,Economy,B777-200,90+,,Mainline,Long
384,HNX,DEX,,Unknown,-4,Economy Plus,B777-200,90+,premier 1k,Mainline,Long
384,HNX,DEX,1.0,Dissatisfied,-4,Economy Plus,B777-200,90+,premier 1k,Mainline,Long
385,DEX,HNX,1.0,Dissatisfied,-7,Economy,B777-200,90+,non-elite,Mainline,Long
385,DEX,HNX,,Unknown,-7,Economy,B777-200,90+,non-elite,Mainline,Long
66,LIX,EWX,3.0,Dissatisfied,-22,Economy Plus,B787-10,90+,non-elite,Mainline,Long
66,LIX,EWX,,Unknown,-22,,B787-10,90+,non-elite,Mainline,Long
66,LIX,EWX,,Unknown,-22,Economy Plus,B787-10,90+,non-elite,Mainline,Long
66,LIX,EWX,2.0,Dissatisfied,-22,,B787-10,90+,,Mainline,Long
66,LIX,EWX,2.0,Dissatisfied,-22,,B787-10,90+,non-elite,Mainline,Long
66,LIX,EWX,,Unknown,-22,,B787-10,90+,,Mainline,Long
1686,LIX,DEX,2.0,Dissatisfied,-6,,B757-200,0 to 70,premier silver,Mainline,Long
1686,LIX,DEX,,Unknown,-6,,B757-200,0 to 70,premier silver,Mainline,Long
905,EWX,LHX,,Unknown,-10,Economy Plus,B767-300,90+,premier silver,Mainline,Long
905,EWX,LHX,4.0,Satisfied,-10,Economy Plus,B767-300,90+,premier silver,Mainline,Long
941,EWX,LHX,2.0,Dissatisfied,21,,B767-300,70+,,Mainline,Long
884,LHX,EWX,,Unknown,-62,Economy,B767-300,70+,,Mainline,Long
942,LHX,EWX,3.0,Dissatisfied,-45,Economy,B767-300,90+,,Mainline,Long
15,EWX,LHX,1.0,Dissatisfied,-22,,B767-300,90+,global services,Mainline,Long
922,LHX,EWX,2.0,Dissatisfied,-17,Economy,B767-300,90+,,Mainline,Long
941,EWX,LHX,5.0,Satisfied,21,,B767-300,70+,non-elite,Mainline,Long
16,LHX,EWX,2.0,Dissatisfied,-35,,B767-300,80+,premier 1k,Mainline,Long
941,EWX,LHX,,Unknown,21,,B767-300,70+,non-elite,Mainline,Long
15,EWX,LHX,,Unknown,-22,,B767-300,90+,global services,Mainline,Long
18,LHX,EWX,4.0,Satisfied,-38,Economy,B767-300,90+,premier silver,Mainline,Long
18,LHX,EWX,1.0,Dissatisfied,-38,Economy,B767-300,90+,,Mainline,Long
18,LHX,EWX,,Unknown,-38,,B767-300,90+,non-elite,Mainline,Long
18,LHX,EWX,1.0,Dissatisfied,-38,,B767-300,90+,non-elite,Mainline,Long
941,EWX,LHX,,Unknown,21,,B767-300,70+,,Mainline,Long
16,LHX,EWX,,Unknown,-35,,B767-300,80+,premier 1k,Mainline,Long
18,LHX,EWX,,Unknown,-38,Economy,B767-300,90+,,Mainline,Long
