flight_number,origin_station_code,destination_station_code,scheduled_departure_date,verbatim_text,sentiments
122,BCX,EWX,2022-09-07,"While overcooked a bit, the pasta option was delicious!. I would just suggest that the flight attendants provide a better description of the options more than just “chicken or pasta”. My wife would have chosen the pasta too if she knew what sauce it came with.",Neutral
3416,ORX,MEX,2022-09-07,I used to get at least pretzel. nothing offered. We got pretzel while going to Chicago from memphis.,Neutral
442,EWX,FLX,2022-09-07,It was a good value and met my needs.,Neutral
1822,ORX,DEX,2022-09-08,Red wine was just ok. I would pay more for a better wine.,Neutral
1822,ORX,DEX,2022-09-08,The cheeseburger bun was rock hard.,Neutral
1686,LIX,DEX,2022-09-08,"Dinner was very good, much better than expected. The only thing missing was some type of dressing for the salad.",Neutral
537,EWX,SFX,2022-09-08,Fine. No issues.,Neutral
459,PBX,EWX,2022-09-08,The coffee was great.,Neutral
2637,CLX,MCX,2022-09-07,You need to make sure you have enough food selection for people in 1st class before offering for purchase to the rest of the passengers. I wanted the waffle. there was not enough for 1st class passengers. so we did not get options.,Neutral
1215,DFX,DEX,2022-09-07,Maybe a couple more snack options would be nice.,Neutral
467,LIX,LAX,2022-09-09,The original burger was frozen. A new one was provided. Monica and her team were a pleasure and made it all work. Can you please get more Gluten free options!.,Neutral
4255,DEX,TUX,2022-09-09,My default credit card is my company card. I do not want to charge alcohol to that card. Whenever I try to use bar codes for other cards or PayPal internet does not work and bar code goes away. Consider applepay or another way to contactless pay with secondary card that does not depend on internet. Or improve internet connection.,Neutral
1723,OGX,SFX,2022-09-09,more options should be available. The 'Dinner' menu is not really something I would call 'meal'. It was more like 'snack' than 'meal'.,Neutral
2627,SFX,IAX,2022-09-09,Much better than the weird spinach flan offered on my recent SFO FRA flight.,Neutral
2627,SFX,IAX,2022-09-09,More variety of snacks would be great.,Neutral
3834,SCX,ORX,2022-09-09,"Some indication that quantities were limited, even in advance ordering, would have been helpful.",Neutral
1419,DEX,MIX,2022-09-09,I drink iced tea of the time. only hot tea was available with ice available.,Neutral
886,FCX,IAX,2022-09-09,food delivery could have been better handled.,Neutral
1722,SFX,KOX,2022-09-09,The food was ok. I do not think that is good enough for first class!.,Neutral
3747,INX,ORX,2022-09-08,More options or being told about the snack would be good. I am allergic to dairy so some things I can not eat.,Neutral
1176,SFX,HNX,2022-09-09,My husband asked for 2 snacks and was told there was not enough onboard to give him two.,Neutral
1660,ATX,ORX,2022-09-09,I did not get a snack. nothing was offered.,Neutral
949,SFX,LHX,2022-09-10,"Same as before, variety of options for different tastes and requirements would be good.",Neutral
2298,EWX,LAX,2022-09-08,N/A.,Neutral
148,LHX,EWX,2022-09-10,There should have been dessert and there should be nondairy options like soy or oat milk for tea and coffee.,Neutral
3742,ORX,INX,2022-09-09,flight was too short to serve.,Neutral
1468,DEX,EWX,2022-09-03,Should have ability to use a credit card on the flight…NOT be limited to contactless pre flight.,Neutral
1454,EWX,LAX,2022-09-10,"Did not know it was impossible to pay with card during the flight, paid cash to a guy that ordered for us.",Neutral
1454,EWX,LAX,2022-09-10,I would like more healthy options.,Neutral
2359,IAX,SAX,2022-09-10,nope.,Neutral
2214,LAX,EWX,2022-09-10,I was ok.,Neutral
741,DEX,SLX,2022-09-10,It is ridiculous that you want us to buy snacks when we paid for the plane tickets and per seat picked.,Neutral
195,SFX,MUX,2022-09-11,Better food than other companies.,Neutral
1074,DEX,EWX,2022-09-10,The flight attendants should have come around a 2nd time with water.,Neutral
1521,MCX,DEX,2022-09-11,Better options for snacks and more individual healthy snacks for sale would be nice.,Neutral
1691,DEX,SAX,2022-09-11,"some snacks, or a cake.",Neutral
1911,RDX,EWX,2022-09-12,I appreciate that they served the whole can of soda.,Neutral
2465,SNX,ORX,2022-09-12,Did not purchase a snack box because the choices were not very good.,Neutral
1261,LAX,DEX,2022-09-12,It would be nice to have a small snack like pretzels or cookies that did not cost.,Neutral
1261,LAX,DEX,2022-09-12,Give me the whole can of Coke please.,Neutral
357,EWX,DEX,2022-09-12,No.,Neutral
1935,LAX,DEX,2022-09-13,Please see comments in first item.,Neutral
2162,ORX,IAX,2022-09-13,The chicken dinners are way too dry and unappealing.,Neutral
2162,ORX,IAX,2022-09-13,No.,Neutral
1430,IAX,EWX,2022-09-13,I was happy to receive a whole can of juice.,Neutral
1538,ORX,DEX,2022-09-12,Appreciated on this trip that I was offered the whole can of soda rather than just the 4 oz cup.,Neutral
3536,EWX,JAX,2022-09-13,Too expensive for alcohol.,Neutral
1007,DEX,SEX,2022-09-13,"I might would ask if milk were available. I did not this time. I drink only milk, water, or healthy juices.",Neutral
2335,ORX,PHX,2022-09-13,Not today.,Neutral
576,EWX,MSX,2022-09-13,Coffee was high quality.,Neutral
953,MUX,ORX,2022-09-13,"Comparing the meal to what meals used to be on the plane, it was a little disappointing. What I did not like was that the sendwich before landing was served cold.",Neutral
456,PHX,IAX,2022-09-13,Nice !.,Neutral
2174,ORX,MCX,2022-09-14,Seems like economy “plus” should include a beverage - Delta does - food and a little bottle seemed spendy.,Negative
409,BOX,ORX,2022-09-14,No.,Neutral
1609,SEX,ORX,2022-09-14,We have been on several flights recently and the two choices available have been the same on all four if those flights. Need more variety!.,Neutral
2629,PHX,IAX,2022-09-14,I would like you all to begin serving premium wine for sale in main cabin again please. Especially on the longer flights!.,Neutral
840,LAX,SYX,2022-09-13,While this leg of our journey the quality of food was excellent the experience on our preceding leg from LHR to LAX was not of a similar standard.,Neutral
719,MEX,SFX,2022-09-14,its the best !!!.,Neutral
5369,MKX,IAX,2022-09-15,No vegan option.,Neutral
5063,LBX,DEX,2022-09-12,"Short flight, no food or beverage served.",Neutral
3896,ORX,AVX,2022-09-14,Beer and wine.,Neutral
1083,LAX,EWX,2022-09-15,"While not on this flight. If you are going to offer to preorder a meal, it seems to me that all of the options should be available. I can not understand why any selection would be unavailable during preorder. I thought this was the idea of preordering?. If it is 2-3 days out from the departure day, that seems like plenty of time to get all of the preorders on the plane. This needs to be fixed.",Neutral
1083,LAX,EWX,2022-09-15,Somehow my Kosher requirements in my profile did not occur on the flight manifest and the crew had to get me a Kosher meal as the plane was boarding.,Neutral
776,DEX,MCX,2022-09-15,I was impressed with the preorder options. I was happy with the taste of the food. I understand that food tastes differently at altitude and it still tasted good.,Neutral
1629,MBX,EWX,2022-09-15,Na.,Neutral
2289,ORX,IAX,2022-09-16,All good.,Neutral
683,EWX,SFX,2022-09-16,The snack boxes are great.,Neutral
51,MAX,EWX,2022-09-16,need better choices for vegans such as de-cafe coffee and soy milk. also need better healthier vegan snacks. main meals were ok. apple juice and soda water would be nice.,Neutral
5752,SFX,SMX,2022-09-16,The food was spilled on the tray the flight attendant gave the wrong tray at first...and when he brought the correct one it was 1/2 spilled on the serving napkin... and tasted just ok.,Neutral
2086,SFX,SAX,2022-09-15,Decaf coffee should be kept on the beverage cart so flight attendants do not need to run to the back of the plane to obtain it.,Neutral
2171,ORX,IAX,2022-09-16,I enjoy the convenience of ordering snacks and having them billed to me in a contactless manner because I preloaded a payment method to my United Airlines app wallet.,Neutral
2171,ORX,IAX,2022-09-16,Enjoy the AHA flavored sparkling water.,Neutral
1192,EWX,BNX,2022-09-15,N.,Neutral
4725,DEX,TVX,2022-09-16,I believe more of a snack option. I felt pressured to only pick one when I had not eaten all day and could have really used both.,Neutral
5282,ORX,FWX,2022-09-16,There was no service due to the very short duration of the flight.,Neutral
1561,SJX,EWX,2022-09-17,It is important to offer something more than the snacks. It is a 4.45 minutes flight.,Neutral
2197,AUX,IAX,2022-09-17,No.,Neutral
2634,IAX,PDX,2022-09-17,Give different options with less sodium and better flavor/ taste.,Neutral
276,EWX,SFX,2022-09-17,Please add another main option for vegetarians!!. You have a burger;. add an impossible burger. Especially true for flights to / from SFO.,Neutral
590,DEX,EUX,2022-09-17,No.,Neutral
1980,MCX,DEX,2022-09-17,"No, it was fine.",Neutral
245,PVX,LAX,2022-09-17,Small package of snack.,Neutral
3662,ORX,AVX,2022-09-17,they didn't offer me cookies or pretzels <:(>.,Neutral
4767,FSX,DEX,2022-09-17,No free snack options anymore.,Neutral
983,IAX,ATX,2022-09-18,There was no Apple juice.,Neutral
2492,SJX,IAX,2022-09-18,No.,Neutral
409,BOX,ORX,2022-09-18,"On all United flights, please serve the stroopwaffle every time. I will be flying Boston to Newark and then to Orlando next month.",Neutral
1156,DEX,MCX,2022-09-18,No.,Neutral
2160,IAX,IAX,2022-09-18,no very good.,Neutral
2334,ORX,SFX,2022-09-18,I hate the move to pre-flight ordering. I do not know then!. Please do not take away inflight choice.,Neutral
2326,SAX,ORX,2022-09-17,"I did not like that I could not buy food without the app. I am not tech savvy. There are other ways to buy things without cash or card. Venmo, touch-less using your phone. I did like that we received the complimentary snacks. I was nauseous. the pretzels and ginger ale helped. Thank you.",Neutral
1036,IAX,UIX,2022-09-18,No.,Neutral
1458,MFX,DEX,2022-09-18,Coffee is good and hot!.,Neutral
52,EWX,MAX,2022-09-18,The chiken a little spice .,Neutral
1595,MEX,ORX,2022-09-16,I think salty is better than sugar.,Neutral
1756,EWX,IAX,2022-09-11,Please Add This trajectory to my status.,Neutral
991,SFX,CDX,2022-09-19,Only lukewarm and only meat options.,Neutral
2426,IAX,ORX,2022-09-19,It is ok because is a short flight.,Neutral
292,IAX,SMX,2022-09-19,Would be great to have more variety of snacks other than Biscoff and pretzels. Did appreciate being handed both. A more nutritious option would be nice.,Neutral
72,AMX,EWX,2022-09-20,"The hot food was, indeed, hot!. And the flight attendant removed the foil covering before handing us the food--very good!.",Neutral
1582,DEX,IAX,2022-09-20,Paid for a First Class ticket and received Economy Plus service!!!.,Neutral
6165,IAX,BDX,2022-09-18,A full can!!!. Yay!.,Neutral
2611,IAX,IAX,2022-09-20,"I have noticed that the snacks are usually very mundane on the trips to Lagos , whilst internal flights have a better variety.",Neutral
1402,AUX,SFX,2022-09-19,I wish you would offer Iced Tea on flights. It is an easy go-to beverage for me normally (especially when trying to watch weight). I do appreciate the flavored sparkling water offered now.,Neutral
5298,MTX,DEX,2022-09-16,No food service between Montrose and Denver. Great breakfast between Denver and Cincinnati!. The scrambled eggs and ham were great. the oatmeal was delicious.,Neutral
6064,CHX,IAX,2022-09-19,Delicious.,Neutral
2362,IAX,DFX,2022-09-21,Please give better free snacks.,Neutral
1888,DEX,BDX,2022-09-21,Please offer herbal tea.,Neutral
4706,DEX,ASX,2022-09-20,A cheese tray for first class. Your cheaping out on me for what you charge.,Neutral
787,DEX,SJX,2022-09-20,"This is a comment about food service in general... UA has been slow to recover post-COVID compared to AA. This is regarding both food options, presentation, and courses of service.",Neutral
628,DEX,EWX,2022-09-19,Brought my own.,Neutral
2372,DFX,SFX,2022-09-19,Great.,Neutral
1297,ORX,SJX,2022-09-21,I wish there were more fresh options. Especially on flights that get require early morning arrival.,Neutral
1840,PHX,DEX,2022-09-21,Please note on the options if the selection is gluten free.,Neutral
1057,CUX,IAX,2022-09-18,They ran out of Sprite and Coke. It is not that hard to have extras of these.,Neutral
1103,DEX,JAX,2022-09-21,there were NO snacks served with the beverage. At least they could offer peanuts or chips???.,Neutral
2243,ORX,LAX,2022-09-18,I think economy plus should receive a bit more care in the form of food and beverage without having to pay.,Neutral
4168,RIX,EWX,2022-09-19,No food or beverage was served on this flight. I understand it is a short flight. a water or cracker would had been nice.,Neutral
4349,JAX,IAX,2022-09-21,Short flight had time for 1 drink and everything was good.,Neutral
2217,ORX,EWX,2022-09-16,Would for you to add better tea. Plus I did not get a snack. Not sure if that is not always a thing.,Neutral
478,BOX,SFX,2022-09-21,no.,Neutral
1410,EWX,JAX,2022-09-21,Its fine.,Neutral
254,IAX,HNX,2022-09-22,The staff/ crew members came up with a few items like salad and fruit which helped with not going without some food during the flight which was commendable.,Neutral
980,EDX,IAX,2022-09-22,"No, food was good. And hot.",Neutral
980,EDX,IAX,2022-09-22,"Tasty meal, pleasantly served.",Neutral
5237,DEX,ONX,2022-09-18,Very few snack options. I would like to see a few more. Our flight was two hours. 20 minutes only snack boxes and a few snacks are available. A sandwich would have been nice.,Neutral
372,LAX,DEX,2022-09-22,There should be more food options other than snacks like chips and nuts.,Neutral
1439,EWX,DEX,2022-09-22,None.,Neutral
5298,MTX,DEX,2022-09-22,No food or beverages were served.,Neutral
881,IAX,LHX,2022-09-22,Breakfast snack was very disappointing. Only a small yogurt and a sugary breadstick.,Neutral
5321,DEX,CIX,2022-09-22,I was given a snack box.,Neutral
3,SIX,SFX,2022-09-22,no.,Neutral
4592,DCX,EWX,2022-09-22,"It is such a short flight, barely time to enjoy anything.",Neutral
1112,SFX,LIX,2022-09-22,"Breakfast options limited;. flight time was late enough, and long enough, to have lunch option.",Neutral
1634,IAX,ORX,2022-09-21,Need a better selection.,Neutral
92,TLX,EWX,2022-09-22,"No tea or coffee served on the breakfast before landing. I guess it was due to air turbulence so safety was considered (hot beverages), yet no one mentioned to present this explanation. Additionally, nothing else but water was served. Not even any type of juice, which is disappointing as it is not hot , no safety issue, and it is clearly one of the favorite drinks during breakfast. Mainly of you travel with kids.",Neutral
